audio_file|text
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7059/77897/7059_77897_000041_000000.wav|"""Jack's learning to be superintendent,"" said Mrs. Wilmington, lifting her teasing voice to make him hear her in the hall, ""and he's been spending the whole morning here."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/625/132112/625_132112_000007_000003.wav|"""I don't know,--what is it, Sam?"""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/226/122538/226_122538_000038_000000.wav|Jane pulled off her gloves, swallowed suddenly, then gripped the doctor's knee.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3235/28433/3235_28433_000003_000003.wav|My hope was to meet my father there, for he had written that he thought he should go to the new gold fields, where he could do beach mining.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/89/219/89_219_000006_000002.wav|"Mamma says I am never within."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3983/5331/3983_5331_000079_000000.wav|Mr. Carlyle knew her and her resolute expression well, and he took his course, to tell her the truth.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2416/152137/2416_152137_000034_000001.wav|At the worst, there was one mitigating factor in it all.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8419/286676/8419_286676_000006_000000.wav|The Yellow Brown Frog wished that the Adders could be scared, badly scared, some time: so scared that a chilly feeling would run down their backs from their heads clear to the tips of their tails.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5322/7680/5322_7680_000032_000001.wav|'Look! that's where you lost your way,' he added, 'you should have turned to the right.'
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7635/105409/7635_105409_000061_000004.wav|"Do not delay--and obey these instructions implicitly."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7302/86814/7302_86814_000013_000003.wav|Some voices were heard to say that the gentleman was right; that he intended to be civil, in his way, and that they would set the example of liberty of conscience,--and the mob retired.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4160/14187/4160_14187_000011_000000.wav|I ran down the stairs and met Thorndyke coming up slowly with his right hand on Polton's shoulder.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8088/284756/8088_284756_000003_000000.wav|"""Hello!"" I snapped ungraciously into the mouthpiece."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4018/103416/4018_103416_000065_000001.wav|"Promise me you won't go."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3947/13262/3947_13262_000022_000003.wav|"At last Rollin said: ""I thank you."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1502/122619/1502_122619_000037_000000.wav|"""There have been strange moccasins about my camp."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7113/86041/7113_86041_000014_000000.wav|And now all went cheerfully in the castle.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/405/130895/405_130895_000067_000001.wav|These were suckerfish from the third family of the subbrachian Malacopterygia.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7402/59171/7402_59171_000010_000008.wav|"""When I present true human nature,"" he observes in one of the many passages in which he justifies himself, ""the audience thinks it is being made fun of."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3723/171115/3723_171115_000003_000001.wav|In the mean time, Herod's affairs in Judea were in an ill state.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/696/92939/696_92939_000023_000003.wav|Death, she said, was well known to her, and she had seen it so often that it was not strange or fearful to her.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7264/92310/7264_92310_000012_000006.wav|The type is the common modern type.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/39/121914/39_121914_000025_000000.wav|"""I am very glad I did think of her."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7078/271888/7078_271888_000063_000001.wav|"Please don't alter it,"" urged the artist; who, advancing to his easel again, continued the free, rapid outline."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/40/121026/40_121026_000018_000000.wav|"""Ah, yes,"" said Faria; ""the penknife."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3807/4923/3807_4923_000021_000002.wav|He began to think that he was the victim of a nightmare.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7067/76048/7067_76048_000044_000010.wav|I want a world in order, a disciplined mankind going on to greater things.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1841/179183/1841_179183_000019_000002.wav|When I think of hills, I think of the upward strength I tread upon.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5192/19396/5192_19396_000029_000000.wav|By all that is priestly!
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5339/14134/5339_14134_000041_000006.wav|Coming along it, and so meeting him, advanced Daniel Robson, in earnest talk with Charley Kinraid.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3240/131231/3240_131231_000054_000002.wav|Something else apart from our three main interests is a phenomenon that looks like what one might call an alternating series of falls of fishes, whatever the significance may be:
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2136/5143/2136_5143_000055_000002.wav|Let us talk of something else.'
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2391/145015/2391_145015_000042_000003.wav|Heathen mythology celebrated it in the three Fates spinning and measuring out the thread of human life.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/6848/76049/6848_76049_000011_000000.wav|"""I ought to see more of her,"" he thought."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8630/305212/8630_305212_000003_000003.wav|There was the wild excitement, too, of the daring; the fear that they might be caught in the act.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5808/54425/5808_54425_000010_000014.wav|Finally he took a turn for the better that endured so long that Hattie Sterling again gave him her faith.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2843/152918/2843_152918_000001_000014.wav|All the qualities that I most admire in a man were clearly shown at that juncture: courage and dauntlessness, without boasting or big words.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8747/293952/8747_293952_000097_000000.wav|She was angry with herself because she felt that in speaking of Conniston she had colored.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/6531/61334/6531_61334_000013_000003.wav|The Assyrian war-lord, however, proved to be too powerful a rival.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/6272/70171/6272_70171_000026_000001.wav|"I wish Hepsey would not load our table as she does."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/87/121553/87_121553_000030_000000.wav|Silent and wakeful many a time was he Discovered by his nurse upon the ground, As if he would have said, 'For this I came.'
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/6415/111615/6415_111615_000020_000002.wav|It is a task not a whit less worthy, less painful, or less baffling than that of the most conscientious novelist.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4640/19188/4640_19188_000034_000001.wav|"Go.""--""It is your duty rather,"" retorted the man, ""you have two sisters whom you maintain.""--And an unprecedented controversy broke forth."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/83/11691/83_11691_000000_000004.wav|Roger Scurvilegs frankly breaks down over it.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3436/172171/3436_172171_000010_000009.wav|And as he did not tell him the meaning of what he saw, he forebore to ask him concerning it.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/6064/56168/6064_56168_000039_000002.wav|"I can hardly wait for Saturday."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/6563/285357/6563_285357_000010_000000.wav|Although the Zeppelin was accepted as a perfect machine it has never been possible to disperse the atmosphere of disaster with which it has been enveloped from the first.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/196/122159/196_122159_000007_000000.wav|"'""Well, I wasn't,"" he said courageously."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1594/135914/1594_135914_000036_000005.wav|He then descended from his throne, and causing only Ganem and the grand vizier, follow him, retired into his own apartment.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5456/24741/5456_24741_000005_000001.wav|The idea of every mode, in which the human body is affected by external bodies, must involve the nature of the human body, and also the nature of the external body.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/307/127535/307_127535_000036_000001.wav|"J. F., and a score below, with a clove hitch to it; so he done ever."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/6081/41997/6081_41997_000043_000006.wav|"But they were hurrying away as fast as they could."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/6000/55211/6000_55211_000070_000001.wav|And then--won't you keep it for me--here?
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/6925/80680/6925_80680_000012_000000.wav|'As you like,' answered the queen, 'there isn't any doubt which it was.'
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5652/19215/5652_19215_000008_000000.wav|Jean Valjean did everything, smoothed away every difficulty, arranged everything, made everything easy.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1034/121119/1034_121119_000061_000000.wav|"""No one; his parents are unknown."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/6385/34669/6385_34669_000025_000001.wav|But one step to descend, and Homo in a bound, and Gwynplaine in a stride, were on board.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/6019/3185/6019_3185_000019_000000.wav|"""Blending the nature of the star With that of summer skies;"""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1235/135884/1235_135884_000001_000000.wav|The Story of the First Old Man and the Hind.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4680/16042/4680_16042_000016_000004.wav|Had he not given her his word of honor that he would die?
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/250/142286/250_142286_000027_000001.wav|Who are these Hales that he makes such a fuss about?'
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7800/283478/7800_283478_000053_000000.wav|"""What's Uncle Felix got to do with it?"" demanded Jerry."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3214/167606/3214_167606_000023_000000.wav|"""Well then, sell it,"" said he."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7312/92432/7312_92432_000009_000002.wav|I did so without delay, and found her lying on a sofa, pale and trembling, evidently much exhausted.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4267/72637/4267_72637_000035_000000.wav|She withdrew entirely now, all but her hand, and her eyes sought the ground.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4051/11218/4051_11218_000002_000001.wav|"""A crop of armed men never fails to spring up, when the dragon's teeth have been sown."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2817/142380/2817_142380_000021_000005.wav|"No amount of torture that you could inflict on him could benefit her."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7447/91186/7447_91186_000026_000003.wav|Living in genial surroundings, he was never forced to struggle, and although he climbed through flowery paths, he never reached the goal he longed for until his heart broke.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8226/274369/8226_274369_000018_000003.wav|For this reason they protested against all laws, votes, and resolutions, as null and invalid, which should pass during the time of their constrained absence.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3664/178366/3664_178366_000011_000000.wav|The next few days I spent in viewing the sights of New York, everything being new and startling, convincing me that as yet I had seen but a small portion of the world.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3259/158083/3259_158083_000128_000000.wav|Persons convicted in the District for acts committed in violation of District law were transported to Virginia-alien territory-to serve their terms.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/460/172359/460_172359_000026_000004.wav|You could see, as I saw, the night express going north every evening; for all one knew Rockefeller or Carnegie or anyone might be on it!
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/887/123291/887_123291_000022_000000.wav|It was not to be done.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7517/100429/7517_100429_000006_000008.wav|Aldenham may know, but we his guests do not.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/412/126975/412_126975_000087_000006.wav|Harry Burke started his free money movement sincerely enough; now he's sponging on a half-starved sister for endless brandies and sodas.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2384/152900/2384_152900_000020_000001.wav|There is not a speck of rust on needles, scissors, knives, or anything else, although they have been exposed to much damp.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4088/158077/4088_158077_000103_000006.wav|It decided to bring the offenders to trial.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/481/123720/481_123720_000043_000003.wav|My schoolfellows met me with spiteful and merciless jibes because I was not like any of them.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4788/94904/4788_94904_000005_000001.wav|The third is when the people want either the will or the capacity to fulfill the part which belongs to them in a representative constitution.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1970/26100/1970_26100_000024_000003.wav|"But her first weird cry had to do with the murder, I'm sure."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/103/1241/103_1241_000034_000002.wav|I never expected I would, though.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8098/278252/8098_278252_000026_000001.wav|In front of two hotels, a block apart, stood their proprietors waving hats and arms, and calling to me to be their guest.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8580/287364/8580_287364_000029_000000.wav|"""Threaten to drop him overboard."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/5678/43303/5678_43303_000024_000000.wav|"""He will, will he not?"
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/289/121665/289_121665_000022_000000.wav|"""Of course; do not the sheep know you?"""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8063/274112/8063_274112_000172_000000.wav|"""Do you like the country?"""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7859/102519/7859_102519_000003_000001.wav|He attacked them suddenly, inflicted several defeats on their king, and took no less than thirty thousand prisoners, whom he sent over to Asia, and forced to enlist in the army of Armenia.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/374/180299/374_180299_000003_000000.wav|"""I am going to Bougival with the duke; be at Prudence's to-night at eight."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3242/67153/3242_67153_000025_000001.wav|But habits of thought ain't the only thing a fellow picks up at college.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4898/20016/4898_20016_000007_000001.wav|But he was not easily to be daunted.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/6367/74004/6367_74004_000039_000000.wav|"""Well, you know the Old Fellow isn't a bad sort after all,"" said Ruggles, ""and he's really awfully gone on her."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2836/5354/2836_5354_000044_000000.wav|"""I cannot do otherwise,"" he answered."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/403/128339/403_128339_000012_000001.wav|"""An enemy to the Republic!"""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/118/47824/118_47824_000089_000000.wav|A strange man appeared, walking from the direction of the house.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7178/34645/7178_34645_000012_000004.wav|He even went so far as to justify him.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/248/130652/248_130652_000015_000001.wav|"""Why did you ask the Gogoffs?"
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/6181/216552/6181_216552_000013_000000.wav|The German Ancillon replies thus:--
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/19/227/19_227_000004_000003.wav|"I did not quite like, at breakfast, to hear you talk so much about the French bread at Northanger."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1355/39947/1355_39947_000005_000019.wav|"I tried whiskey, but it gave relief only for about half an hour and then the desire was worse than ever."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1898/145702/1898_145702_000017_000000.wav|'Indeed! three soldiers!' said she.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2514/149482/2514_149482_000011_000000.wav|"""Ah there you are!"" said Kate with much gay expression, though what it expressed he failed at the time to make out."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8238/274553/8238_274553_000013_000000.wav|As Hermann completed this equivocal sentence, all eyes were turned upon the Baron.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1334/135589/1334_135589_000093_000000.wav|This is all that we have been able to collect relative to the several parties; and so now we must say farewell.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4362/15663/4362_15663_000029_000001.wav|The mealy snow sifted into the folds of our clothing and in many places reached the skin.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1926/147987/1926_147987_000004_000001.wav|"I could n't sleep much last night."" She hesitated, and then told us how strangely Mr. Cutter had behaved before he went away."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3699/19402/3699_19402_000034_000000.wav|My uncle Toby look'd earnestly towards his cottage and his bowling-green.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/6880/216547/6880_216547_000007_000000.wav|The following letter served as a preface to the first edition of this memoir:--
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4340/15220/4340_15220_000077_000001.wav|"We must have gone by them somewhere, for I don't see any one that way, and there isn't any other road to the circus, seems to me."""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3879/174923/3879_174923_000034_000008.wav|An ineffable misery fell upon me and upon my wretched husband.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/6078/54013/6078_54013_000075_000000.wav|Not a Pin to Choose.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3830/12531/3830_12531_000008_000001.wav|I had neither coat nor blanket. I wore a heavy woolen shirt, a slouch hat, and worn shoes; both hat and shoes gave ample ventilation.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2436/2477/2436_2477_000031_000000.wav|"""Why do you look so furtive?"" she retorted."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/322/124146/322_124146_000029_000006.wav|Not that I have much pleasure, indeed, in talking to anybody.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/458/126290/458_126290_000005_000001.wav|She said to the mouse: 'You must do me a favour, and once more manage the house for a day alone.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8797/294123/8797_294123_000009_000006.wav|Everywhere a toiling population was in evidence.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/7505/258958/7505_258958_000008_000006.wav|Even the birds and the beasts adjust their lives to it either by travel or by toil.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/2182/181173/2182_181173_000016_000000.wav|Mr. Hobbs blew his nose very loudly again.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3440/171009/3440_171009_000043_000001.wav|"""I do believe he's just the crossest man alive!"
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/3486/166446/3486_166446_000076_000000.wav|I saw Norhala draw herself up, sharply; stand listening and alert.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1069/133699/1069_133699_000039_000001.wav|I see his face now, and his earnest absorbed look while I talked.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4441/76263/4441_76263_000029_000000.wav|"""Poor devil!"" muttered Sellen, covering him up with his rug."
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1098/133695/1098_133695_000003_000008.wav|Isabel always felt an impulse to pull out the pins; not that she imagined they inflicted any damage on the tough old parchment, but because it seemed to her her aunt might make better use of her sharpness.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/4137/11702/4137_11702_000059_000001.wav|"Perhaps that bull I was speaking of---- By the way, who is he?"""
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/8051/118101/8051_118101_000014_000007.wav|Stephen's parents were dead; one brother was the only near relative he left in chains.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/233/155990/233_155990_000003_000001.wav|During our generation this seems to have been peculiarly the case among the men who have become obsessed with the idea of obtaining universal peace by some cheap patent panacea.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/78/369/78_369_000028_000004.wav|The only joy that he can now know will be when he composes his shattered spirit to peace and death.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/6147/34606/6147_34606_000004_000018.wav|Lord David flung himself into the abyss of no longer wearing a wig.
/hpc_stor03/sjtu_home/chaolei.liu/data/tts/LibriTTS/train-clean-100/1040/133433/1040_133433_000145_000000.wav|"""Yes, and the little girl in the bed is my baby."""
